,bitcoinprice,goldprice,market,riskfreerate
2021-01-28,33484.8,696.6,3787.38,0.08
2021-01-29,34330.14,696.6,3714.24,0.08
2021-01-30,34229.25,696.6,3714.24,0.08
2021-01-31,33076.09,696.6,3714.24,0.08
2021-02-01,33457.6,661.7,3773.86,0.04
2021-02-02,35511.07,661.7,3826.31,0.04
2021-02-03,37769.41,661.7,3830.17,0.04
2021-02-04,37070.87,661.7,3871.74,0.04
2021-02-05,38376.86,661.7,3886.83,0.04
2021-02-06,38995.52,661.7,3886.83,0.04
2021-02-07,38888.74,661.7,3886.83,0.04
2021-02-08,46674.44,661.7,3915.59,0.04
2021-02-09,46595.44,661.7,3911.23,0.04
2021-02-10,44887.29,661.7,3909.88,0.04
2021-02-11,48121.0,661.7,3916.38,0.04
2021-02-12,47524.18,661.7,3934.83,0.04
2021-02-13,47274.23,661.7,3934.83,0.04
2021-02-14,48703.26,661.7,3934.83,0.04
2021-02-15,47911.87,661.7,3934.83,0.04
2021-02-16,49257.23,661.7,3932.59,0.04
2021-02-17,52269.84,661.7,3931.33,0.04
2021-02-18,51644.16,661.7,3913.97,0.04
2021-02-19,56029.51,661.7,3906.71,0.04
2021-02-20,55960.05,661.7,3906.71,0.04
2021-02-21,57538.47,661.7,3906.71,0.04
2021-02-22,54130.33,661.7,3876.5,0.04
2021-02-23,48972.11,661.7,3881.37,0.04
2021-02-24,49789.99,661.7,3925.43,0.04
2021-02-25,46927.73,661.7,3829.34,0.04
2021-02-26,46360.17,661.7,3811.15,0.04
2021-02-27,45973.56,661.7,3811.15,0.04
2021-02-28,45352.29,661.7,3811.15,0.04
2021-03-01,49652.19,622.7,3901.82,0.03
2021-03-02,48368.22,622.7,3870.29,0.03
2021-03-03,50164.67,622.7,3819.72,0.03
2021-03-04,48327.39,622.7,3768.47,0.03
2021-03-05,48908.09,622.7,3841.94,0.03
2021-03-06,48986.85,622.7,3841.94,0.03
2021-03-07,50858.34,622.7,3841.94,0.03
2021-03-08,52472.59,622.7,3821.35,0.03
2021-03-09,54999.99,622.7,3875.44,0.03
2021-03-10,56046.27,622.7,3898.81,0.03
2021-03-11,57911.02,622.7,3939.34,0.03
2021-03-12,57174.89,622.7,3943.34,0.03
2021-03-13,61130.22,622.7,3943.34,0.03
2021-03-14,59192.98,622.7,3943.34,0.03
2021-03-15,55430.19,622.7,3968.94,0.03
2021-03-16,57126.52,622.7,3962.71,0.03
2021-03-17,59221.23,622.7,3974.12,0.03
2021-03-18,57562.46,622.7,3915.46,0.03
2021-03-19,58001.29,622.7,3913.1,0.03
2021-03-20,58051.01,622.7,3913.1,0.03
2021-03-21,57402.03,622.7,3913.1,0.03
2021-03-22,54230.21,622.7,3940.59,0.03
2021-03-23,54268.81,622.7,3910.52,0.03
2021-03-24,52294.65,622.7,3889.14,0.03
2021-03-25,51386.2,622.7,3909.52,0.03
2021-03-26,55314.11,622.7,3974.54,0.03
2021-03-27,55932.18,622.7,3974.54,0.03
2021-03-28,55821.59,622.7,3974.54,0.03
2021-03-29,57630.72,622.7,3971.09,0.03
2021-03-30,58800.0,622.7,3958.55,0.03
2021-03-31,58837.71,622.7,3972.89,0.03
2021-04-01,58768.84,622.7,4019.87,0.03
2021-04-02,59019.55,622.7,4019.87,0.03
2021-04-03,56731.0,622.7,4019.87,0.03
2021-04-04,58266.39,622.7,4019.87,0.03
2021-04-05,59200.0,622.7,4077.91,0.03
2021-04-06,58018.31,622.7,4073.94,0.03
2021-04-07,55962.11,622.7,4079.95,0.03
2021-04-08,58108.65,622.7,4097.17,0.03
2021-04-09,58126.14,622.7,4128.8,0.03
2021-04-10,60039.35,622.7,4128.8,0.03
2021-04-11,60133.37,622.7,4128.8,0.03
2021-04-12,59903.04,622.7,4127.99,0.03
2021-04-13,63660.94,622.7,4141.59,0.03
2021-04-14,63283.43,622.7,4124.66,0.03
2021-04-15,63346.93,622.7,4170.42,0.03
2021-04-16,61486.08,622.7,4185.47,0.03
2021-04-17,60199.33,622.7,4185.47,0.03
2021-04-18,56351.2,622.7,4185.47,0.03
2021-04-19,55797.39,622.7,4163.26,0.03
2021-04-20,56514.9,622.7,4134.94,0.03
2021-04-21,53919.48,622.7,4173.42,0.03
2021-04-22,51653.27,622.7,4134.98,0.03
2021-04-23,51231.69,622.7,4180.17,0.03
2021-04-24,50167.5,622.7,4180.17,0.03
2021-04-25,49272.06,622.7,4180.17,0.03
2021-04-26,53969.71,622.7,4187.62,0.03
2021-04-27,55120.81,622.7,4186.72,0.03
2021-04-28,54964.11,622.7,4183.18,0.03
